"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",1081,"RO",2020
"(0,1]","MASCULINO",1330,"RO",2020
"(1,5]","FEMININO",2104,"RO",2020
"(1,5]","MASCULINO",2618,"RO",2020
"(5,10]","FEMININO",1837,"RO",2020
"(5,10]","MASCULINO",2506,"RO",2020
"(10,15]","FEMININO",1750,"RO",2020
"(10,15]","MASCULINO",1683,"RO",2020
"(15,20]","FEMININO",7644,"RO",2020
"(15,20]","MASCULINO",2208,"RO",2020
"(20,25]","FEMININO",9884,"RO",2020
"(20,25]","MASCULINO",2866,"RO",2020
"(25,30]","FEMININO",8170,"RO",2020
"(25,30]","MASCULINO",2733,"RO",2020
"(30,35]","FEMININO",6159,"RO",2020
"(30,35]","MASCULINO",2797,"RO",2020
"(35,40]","FEMININO",4531,"RO",2020
"(35,40]","MASCULINO",3307,"RO",2020
"(40,50]","FEMININO",5757,"RO",2020
"(40,50]","MASCULINO",6436,"RO",2020
"(50,60]","FEMININO",4687,"RO",2020
"(50,60]","MASCULINO",7008,"RO",2020
"(60,70]","FEMININO",4228,"RO",2020
"(60,70]","MASCULINO",6153,"RO",2020
"(70,80]","FEMININO",3221,"RO",2020
"(70,80]","MASCULINO",4439,"RO",2020
"(80,Inf]","FEMININO",1989,"RO",2020
"(80,Inf]","MASCULINO",2567,"RO",2020
NA,"FEMININO",889,"RO",2020
NA,"MASCULINO",1003,"RO",2020
