"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",7282,"CE",2019
"(0,1]","MASCULINO",8632,"CE",2019
"(1,5]","FEMININO",15119,"CE",2019
"(1,5]","MASCULINO",18758,"CE",2019
"(5,10]","FEMININO",9960,"CE",2019
"(5,10]","MASCULINO",14168,"CE",2019
"(10,15]","FEMININO",10319,"CE",2019
"(10,15]","MASCULINO",8918,"CE",2019
"(15,20]","FEMININO",35946,"CE",2019
"(15,20]","MASCULINO",9669,"CE",2019
"(20,25]","FEMININO",46003,"CE",2019
"(20,25]","MASCULINO",11576,"CE",2019
"(25,30]","FEMININO",40318,"CE",2019
"(25,30]","MASCULINO",10975,"CE",2019
"(30,35]","FEMININO",33304,"CE",2019
"(30,35]","MASCULINO",11516,"CE",2019
"(35,40]","FEMININO",23851,"CE",2019
"(35,40]","MASCULINO",11878,"CE",2019
"(40,50]","FEMININO",28182,"CE",2019
"(40,50]","MASCULINO",23740,"CE",2019
"(50,60]","FEMININO",23906,"CE",2019
"(50,60]","MASCULINO",27148,"CE",2019
"(60,70]","FEMININO",23836,"CE",2019
"(60,70]","MASCULINO",26751,"CE",2019
"(70,80]","FEMININO",21711,"CE",2019
"(70,80]","MASCULINO",22754,"CE",2019
"(80,Inf]","FEMININO",17605,"CE",2019
"(80,Inf]","MASCULINO",15313,"CE",2019
NA,"FEMININO",7500,"CE",2019
NA,"MASCULINO",8289,"CE",2019
