"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",2290,"DF",2017
"(0,1]","MASCULINO",2909,"DF",2017
"(1,5]","FEMININO",4851,"DF",2017
"(1,5]","MASCULINO",6361,"DF",2017
"(5,10]","FEMININO",3758,"DF",2017
"(5,10]","MASCULINO",5284,"DF",2017
"(10,15]","FEMININO",3751,"DF",2017
"(10,15]","MASCULINO",3451,"DF",2017
"(15,20]","FEMININO",14165,"DF",2017
"(15,20]","MASCULINO",3680,"DF",2017
"(20,25]","FEMININO",17745,"DF",2017
"(20,25]","MASCULINO",4035,"DF",2017
"(25,30]","FEMININO",15469,"DF",2017
"(25,30]","MASCULINO",4216,"DF",2017
"(30,35]","FEMININO",12954,"DF",2017
"(30,35]","MASCULINO",4690,"DF",2017
"(35,40]","FEMININO",9860,"DF",2017
"(35,40]","MASCULINO",4913,"DF",2017
"(40,50]","FEMININO",10447,"DF",2017
"(40,50]","MASCULINO",8722,"DF",2017
"(50,60]","FEMININO",8648,"DF",2017
"(50,60]","MASCULINO",9258,"DF",2017
"(60,70]","FEMININO",7708,"DF",2017
"(60,70]","MASCULINO",8113,"DF",2017
"(70,80]","FEMININO",5417,"DF",2017
"(70,80]","MASCULINO",5579,"DF",2017
"(80,Inf]","FEMININO",3420,"DF",2017
"(80,Inf]","MASCULINO",2662,"DF",2017
NA,"FEMININO",8658,"DF",2017
NA,"MASCULINO",9321,"DF",2017
