"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",721,"AP",2014
"(0,1]","MASCULINO",816,"AP",2014
"(1,5]","FEMININO",1407,"AP",2014
"(1,5]","MASCULINO",1585,"AP",2014
"(5,10]","FEMININO",893,"AP",2014
"(5,10]","MASCULINO",1085,"AP",2014
"(10,15]","FEMININO",1340,"AP",2014
"(10,15]","MASCULINO",622,"AP",2014
"(15,20]","FEMININO",5712,"AP",2014
"(15,20]","MASCULINO",503,"AP",2014
"(20,25]","FEMININO",5346,"AP",2014
"(20,25]","MASCULINO",555,"AP",2014
"(25,30]","FEMININO",4127,"AP",2014
"(25,30]","MASCULINO",546,"AP",2014
"(30,35]","FEMININO",2668,"AP",2014
"(30,35]","MASCULINO",571,"AP",2014
"(35,40]","FEMININO",1764,"AP",2014
"(35,40]","MASCULINO",513,"AP",2014
"(40,50]","FEMININO",1509,"AP",2014
"(40,50]","MASCULINO",1022,"AP",2014
"(50,60]","FEMININO",885,"AP",2014
"(50,60]","MASCULINO",1101,"AP",2014
"(60,70]","FEMININO",736,"AP",2014
"(60,70]","MASCULINO",1022,"AP",2014
"(70,80]","FEMININO",588,"AP",2014
"(70,80]","MASCULINO",844,"AP",2014
"(80,Inf]","FEMININO",414,"AP",2014
"(80,Inf]","MASCULINO",475,"AP",2014
NA,"FEMININO",91,"AP",2014
NA,"MASCULINO",115,"AP",2014
