"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",1927,"AL",2021
"(0,1]","MASCULINO",2145,"AL",2021
"(1,5]","FEMININO",3552,"AL",2021
"(1,5]","MASCULINO",4178,"AL",2021
"(5,10]","FEMININO",1809,"AL",2021
"(5,10]","MASCULINO",2593,"AL",2021
"(10,15]","FEMININO",2932,"AL",2021
"(10,15]","MASCULINO",1964,"AL",2021
"(15,20]","FEMININO",14225,"AL",2021
"(15,20]","MASCULINO",2687,"AL",2021
"(20,25]","FEMININO",17596,"AL",2021
"(20,25]","MASCULINO",3678,"AL",2021
"(25,30]","FEMININO",13404,"AL",2021
"(25,30]","MASCULINO",3198,"AL",2021
"(30,35]","FEMININO",10080,"AL",2021
"(30,35]","MASCULINO",3614,"AL",2021
"(35,40]","FEMININO",7436,"AL",2021
"(35,40]","MASCULINO",4344,"AL",2021
"(40,50]","FEMININO",10141,"AL",2021
"(40,50]","MASCULINO",9055,"AL",2021
"(50,60]","FEMININO",9076,"AL",2021
"(50,60]","MASCULINO",9927,"AL",2021
"(60,70]","FEMININO",7886,"AL",2021
"(60,70]","MASCULINO",8663,"AL",2021
"(70,80]","FEMININO",6030,"AL",2021
"(70,80]","MASCULINO",6050,"AL",2021
"(80,Inf]","FEMININO",3762,"AL",2021
"(80,Inf]","MASCULINO",2581,"AL",2021
NA,"FEMININO",1727,"AL",2021
NA,"MASCULINO",2001,"AL",2021
