"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",1244,"MS",2020
"(0,1]","MASCULINO",1488,"MS",2020
"(1,5]","FEMININO",2627,"MS",2020
"(1,5]","MASCULINO",3196,"MS",2020
"(5,10]","FEMININO",2008,"MS",2020
"(5,10]","MASCULINO",2764,"MS",2020
"(10,15]","FEMININO",2524,"MS",2020
"(10,15]","MASCULINO",2010,"MS",2020
"(15,20]","FEMININO",10766,"MS",2020
"(15,20]","MASCULINO",2892,"MS",2020
"(20,25]","FEMININO",14100,"MS",2020
"(20,25]","MASCULINO",3626,"MS",2020
"(25,30]","FEMININO",11881,"MS",2020
"(25,30]","MASCULINO",3416,"MS",2020
"(30,35]","FEMININO",8887,"MS",2020
"(30,35]","MASCULINO",3517,"MS",2020
"(35,40]","FEMININO",6549,"MS",2020
"(35,40]","MASCULINO",3922,"MS",2020
"(40,50]","FEMININO",8168,"MS",2020
"(40,50]","MASCULINO",8658,"MS",2020
"(50,60]","FEMININO",8172,"MS",2020
"(50,60]","MASCULINO",10816,"MS",2020
"(60,70]","FEMININO",8503,"MS",2020
"(60,70]","MASCULINO",10605,"MS",2020
"(70,80]","FEMININO",6628,"MS",2020
"(70,80]","MASCULINO",8010,"MS",2020
"(80,Inf]","FEMININO",4684,"MS",2020
"(80,Inf]","MASCULINO",4572,"MS",2020
NA,"FEMININO",897,"MS",2020
NA,"MASCULINO",999,"MS",2020
