"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",3092,"DF",2019
"(0,1]","MASCULINO",3759,"DF",2019
"(1,5]","FEMININO",6853,"DF",2019
"(1,5]","MASCULINO",8475,"DF",2019
"(5,10]","FEMININO",5334,"DF",2019
"(5,10]","MASCULINO",6929,"DF",2019
"(10,15]","FEMININO",4572,"DF",2019
"(10,15]","MASCULINO",4306,"DF",2019
"(15,20]","FEMININO",14714,"DF",2019
"(15,20]","MASCULINO",3826,"DF",2019
"(20,25]","FEMININO",19825,"DF",2019
"(20,25]","MASCULINO",4710,"DF",2019
"(25,30]","FEMININO",17109,"DF",2019
"(25,30]","MASCULINO",4511,"DF",2019
"(30,35]","FEMININO",14420,"DF",2019
"(30,35]","MASCULINO",4818,"DF",2019
"(35,40]","FEMININO",11640,"DF",2019
"(35,40]","MASCULINO",5547,"DF",2019
"(40,50]","FEMININO",12447,"DF",2019
"(40,50]","MASCULINO",10661,"DF",2019
"(50,60]","FEMININO",10312,"DF",2019
"(50,60]","MASCULINO",10742,"DF",2019
"(60,70]","FEMININO",9330,"DF",2019
"(60,70]","MASCULINO",9869,"DF",2019
"(70,80]","FEMININO",6752,"DF",2019
"(70,80]","MASCULINO",6794,"DF",2019
"(80,Inf]","FEMININO",4009,"DF",2019
"(80,Inf]","MASCULINO",3429,"DF",2019
NA,"FEMININO",10711,"DF",2019
NA,"MASCULINO",11429,"DF",2019
