"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",2604,"PB",2014
"(0,1]","MASCULINO",3221,"PB",2014
"(1,5]","FEMININO",5771,"PB",2014
"(1,5]","MASCULINO",7204,"PB",2014
"(5,10]","FEMININO",3930,"PB",2014
"(5,10]","MASCULINO",5164,"PB",2014
"(10,15]","FEMININO",4335,"PB",2014
"(10,15]","MASCULINO",3515,"PB",2014
"(15,20]","FEMININO",16042,"PB",2014
"(15,20]","MASCULINO",3842,"PB",2014
"(20,25]","FEMININO",17251,"PB",2014
"(20,25]","MASCULINO",3930,"PB",2014
"(25,30]","FEMININO",15839,"PB",2014
"(25,30]","MASCULINO",4481,"PB",2014
"(30,35]","FEMININO",12084,"PB",2014
"(30,35]","MASCULINO",4457,"PB",2014
"(35,40]","FEMININO",8313,"PB",2014
"(35,40]","MASCULINO",4582,"PB",2014
"(40,50]","FEMININO",11157,"PB",2014
"(40,50]","MASCULINO",9513,"PB",2014
"(50,60]","FEMININO",8875,"PB",2014
"(50,60]","MASCULINO",9028,"PB",2014
"(60,70]","FEMININO",8619,"PB",2014
"(60,70]","MASCULINO",8498,"PB",2014
"(70,80]","FEMININO",7766,"PB",2014
"(70,80]","MASCULINO",7146,"PB",2014
"(80,Inf]","FEMININO",6440,"PB",2014
"(80,Inf]","MASCULINO",5023,"PB",2014
NA,"FEMININO",1283,"PB",2014
NA,"MASCULINO",1294,"PB",2014
