"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",7651,"PR",2011
"(0,1]","MASCULINO",9926,"PR",2011
"(1,5]","FEMININO",17529,"PR",2011
"(1,5]","MASCULINO",24627,"PR",2011
"(5,10]","FEMININO",14653,"PR",2011
"(5,10]","MASCULINO",20366,"PR",2011
"(10,15]","FEMININO",15413,"PR",2011
"(10,15]","MASCULINO",15281,"PR",2011
"(15,20]","FEMININO",48198,"PR",2011
"(15,20]","MASCULINO",18240,"PR",2011
"(20,25]","FEMININO",49166,"PR",2011
"(20,25]","MASCULINO",19676,"PR",2011
"(25,30]","FEMININO",42257,"PR",2011
"(25,30]","MASCULINO",20323,"PR",2011
"(30,35]","FEMININO",34512,"PR",2011
"(30,35]","MASCULINO",20683,"PR",2011
"(35,40]","FEMININO",28225,"PR",2011
"(35,40]","MASCULINO",22137,"PR",2011
"(40,50]","FEMININO",51753,"PR",2011
"(40,50]","MASCULINO",49948,"PR",2011
"(50,60]","FEMININO",48596,"PR",2011
"(50,60]","MASCULINO",52848,"PR",2011
"(60,70]","FEMININO",44452,"PR",2011
"(60,70]","MASCULINO",49253,"PR",2011
"(70,80]","FEMININO",37721,"PR",2011
"(70,80]","MASCULINO",39248,"PR",2011
"(80,Inf]","FEMININO",20924,"PR",2011
"(80,Inf]","MASCULINO",17728,"PR",2011
NA,"FEMININO",4119,"PR",2011
NA,"MASCULINO",4669,"PR",2011
