"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",2204,"AL",2015
"(0,1]","MASCULINO",2811,"AL",2015
"(1,5]","FEMININO",4652,"AL",2015
"(1,5]","MASCULINO",5975,"AL",2015
"(5,10]","FEMININO",2846,"AL",2015
"(5,10]","MASCULINO",3972,"AL",2015
"(10,15]","FEMININO",4520,"AL",2015
"(10,15]","MASCULINO",2845,"AL",2015
"(15,20]","FEMININO",19037,"AL",2015
"(15,20]","MASCULINO",3351,"AL",2015
"(20,25]","FEMININO",16826,"AL",2015
"(20,25]","MASCULINO",3428,"AL",2015
"(25,30]","FEMININO",13758,"AL",2015
"(25,30]","MASCULINO",3991,"AL",2015
"(30,35]","FEMININO",9892,"AL",2015
"(30,35]","MASCULINO",4056,"AL",2015
"(35,40]","FEMININO",7286,"AL",2015
"(35,40]","MASCULINO",4227,"AL",2015
"(40,50]","FEMININO",9881,"AL",2015
"(40,50]","MASCULINO",8711,"AL",2015
"(50,60]","FEMININO",8188,"AL",2015
"(50,60]","MASCULINO",8804,"AL",2015
"(60,70]","FEMININO",7596,"AL",2015
"(60,70]","MASCULINO",7850,"AL",2015
"(70,80]","FEMININO",5516,"AL",2015
"(70,80]","MASCULINO",5416,"AL",2015
"(80,Inf]","FEMININO",3471,"AL",2015
"(80,Inf]","MASCULINO",2877,"AL",2015
NA,"FEMININO",1739,"AL",2015
NA,"MASCULINO",1994,"AL",2015
