"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",9834,"PA",2013
"(0,1]","MASCULINO",11507,"PA",2013
"(1,5]","FEMININO",19041,"PA",2013
"(1,5]","MASCULINO",22118,"PA",2013
"(5,10]","FEMININO",13996,"PA",2013
"(5,10]","MASCULINO",18193,"PA",2013
"(10,15]","FEMININO",16445,"PA",2013
"(10,15]","MASCULINO",12334,"PA",2013
"(15,20]","FEMININO",56990,"PA",2013
"(15,20]","MASCULINO",12709,"PA",2013
"(20,25]","FEMININO",55053,"PA",2013
"(20,25]","MASCULINO",13026,"PA",2013
"(25,30]","FEMININO",40807,"PA",2013
"(25,30]","MASCULINO",13227,"PA",2013
"(30,35]","FEMININO",27026,"PA",2013
"(30,35]","MASCULINO",12283,"PA",2013
"(35,40]","FEMININO",18034,"PA",2013
"(35,40]","MASCULINO",10699,"PA",2013
"(40,50]","FEMININO",24346,"PA",2013
"(40,50]","MASCULINO",19534,"PA",2013
"(50,60]","FEMININO",18494,"PA",2013
"(50,60]","MASCULINO",18791,"PA",2013
"(60,70]","FEMININO",14682,"PA",2013
"(60,70]","MASCULINO",17111,"PA",2013
"(70,80]","FEMININO",11602,"PA",2013
"(70,80]","MASCULINO",12642,"PA",2013
"(80,Inf]","FEMININO",6863,"PA",2013
"(80,Inf]","MASCULINO",6531,"PA",2013
NA,"FEMININO",2077,"PA",2013
NA,"MASCULINO",2274,"PA",2013
