"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",2371,"MS",2012
"(0,1]","MASCULINO",2782,"MS",2012
"(1,5]","FEMININO",3944,"MS",2012
"(1,5]","MASCULINO",5079,"MS",2012
"(5,10]","FEMININO",3182,"MS",2012
"(5,10]","MASCULINO",4120,"MS",2012
"(10,15]","FEMININO",3599,"MS",2012
"(10,15]","MASCULINO",2875,"MS",2012
"(15,20]","FEMININO",13505,"MS",2012
"(15,20]","MASCULINO",3574,"MS",2012
"(20,25]","FEMININO",13754,"MS",2012
"(20,25]","MASCULINO",3950,"MS",2012
"(25,30]","FEMININO",11307,"MS",2012
"(25,30]","MASCULINO",3930,"MS",2012
"(30,35]","FEMININO",8050,"MS",2012
"(30,35]","MASCULINO",3702,"MS",2012
"(35,40]","FEMININO",5734,"MS",2012
"(35,40]","MASCULINO",3837,"MS",2012
"(40,50]","FEMININO",9204,"MS",2012
"(40,50]","MASCULINO",8257,"MS",2012
"(50,60]","FEMININO",7650,"MS",2012
"(50,60]","MASCULINO",8682,"MS",2012
"(60,70]","FEMININO",6687,"MS",2012
"(60,70]","MASCULINO",8005,"MS",2012
"(70,80]","FEMININO",5595,"MS",2012
"(70,80]","MASCULINO",6619,"MS",2012
"(80,Inf]","FEMININO",3484,"MS",2012
"(80,Inf]","MASCULINO",3619,"MS",2012
NA,"FEMININO",864,"MS",2012
NA,"MASCULINO",926,"MS",2012
