"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",585,"RR",2016
"(0,1]","MASCULINO",652,"RR",2016
"(1,5]","FEMININO",1107,"RR",2016
"(1,5]","MASCULINO",1335,"RR",2016
"(5,10]","FEMININO",709,"RR",2016
"(5,10]","MASCULINO",933,"RR",2016
"(10,15]","FEMININO",1116,"RR",2016
"(10,15]","MASCULINO",688,"RR",2016
"(15,20]","FEMININO",4684,"RR",2016
"(15,20]","MASCULINO",1007,"RR",2016
"(20,25]","FEMININO",4786,"RR",2016
"(20,25]","MASCULINO",1081,"RR",2016
"(25,30]","FEMININO",3903,"RR",2016
"(25,30]","MASCULINO",1009,"RR",2016
"(30,35]","FEMININO",3022,"RR",2016
"(30,35]","MASCULINO",1099,"RR",2016
"(35,40]","FEMININO",2088,"RR",2016
"(35,40]","MASCULINO",1002,"RR",2016
"(40,50]","FEMININO",1899,"RR",2016
"(40,50]","MASCULINO",1706,"RR",2016
"(50,60]","FEMININO",1343,"RR",2016
"(50,60]","MASCULINO",1617,"RR",2016
"(60,70]","FEMININO",1039,"RR",2016
"(60,70]","MASCULINO",1457,"RR",2016
"(70,80]","FEMININO",672,"RR",2016
"(70,80]","MASCULINO",885,"RR",2016
"(80,Inf]","FEMININO",434,"RR",2016
"(80,Inf]","MASCULINO",476,"RR",2016
NA,"FEMININO",544,"RR",2016
NA,"MASCULINO",564,"RR",2016
