"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",7176,"MA",2013
"(0,1]","MASCULINO",8670,"MA",2013
"(1,5]","FEMININO",15663,"MA",2013
"(1,5]","MASCULINO",18224,"MA",2013
"(5,10]","FEMININO",10979,"MA",2013
"(5,10]","MASCULINO",14470,"MA",2013
"(10,15]","FEMININO",12586,"MA",2013
"(10,15]","MASCULINO",9517,"MA",2013
"(15,20]","FEMININO",41686,"MA",2013
"(15,20]","MASCULINO",9610,"MA",2013
"(20,25]","FEMININO",44126,"MA",2013
"(20,25]","MASCULINO",10615,"MA",2013
"(25,30]","FEMININO",34344,"MA",2013
"(25,30]","MASCULINO",11205,"MA",2013
"(30,35]","FEMININO",22521,"MA",2013
"(30,35]","MASCULINO",10438,"MA",2013
"(35,40]","FEMININO",14277,"MA",2013
"(35,40]","MASCULINO",8718,"MA",2013
"(40,50]","FEMININO",20682,"MA",2013
"(40,50]","MASCULINO",15471,"MA",2013
"(50,60]","FEMININO",16885,"MA",2013
"(50,60]","MASCULINO",15048,"MA",2013
"(60,70]","FEMININO",15292,"MA",2013
"(60,70]","MASCULINO",15027,"MA",2013
"(70,80]","FEMININO",12607,"MA",2013
"(70,80]","MASCULINO",13099,"MA",2013
"(80,Inf]","FEMININO",8009,"MA",2013
"(80,Inf]","MASCULINO",7572,"MA",2013
NA,"FEMININO",2108,"MA",2013
NA,"MASCULINO",2188,"MA",2013
