"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",7132,"MA",2019
"(0,1]","MASCULINO",8396,"MA",2019
"(1,5]","FEMININO",14023,"MA",2019
"(1,5]","MASCULINO",16824,"MA",2019
"(5,10]","FEMININO",10561,"MA",2019
"(5,10]","MASCULINO",14396,"MA",2019
"(10,15]","FEMININO",11907,"MA",2019
"(10,15]","MASCULINO",9983,"MA",2019
"(15,20]","FEMININO",41744,"MA",2019
"(15,20]","MASCULINO",10091,"MA",2019
"(20,25]","FEMININO",44608,"MA",2019
"(20,25]","MASCULINO",10876,"MA",2019
"(25,30]","FEMININO",36316,"MA",2019
"(25,30]","MASCULINO",10466,"MA",2019
"(30,35]","FEMININO",29019,"MA",2019
"(30,35]","MASCULINO",11464,"MA",2019
"(35,40]","FEMININO",20929,"MA",2019
"(35,40]","MASCULINO",11536,"MA",2019
"(40,50]","FEMININO",26509,"MA",2019
"(40,50]","MASCULINO",19947,"MA",2019
"(50,60]","FEMININO",20754,"MA",2019
"(50,60]","MASCULINO",20259,"MA",2019
"(60,70]","FEMININO",19906,"MA",2019
"(60,70]","MASCULINO",20809,"MA",2019
"(70,80]","FEMININO",15425,"MA",2019
"(70,80]","MASCULINO",16348,"MA",2019
"(80,Inf]","FEMININO",10220,"MA",2019
"(80,Inf]","MASCULINO",9481,"MA",2019
NA,"FEMININO",1963,"MA",2019
NA,"MASCULINO",2174,"MA",2019
