"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",3029,"AL",2011
"(0,1]","MASCULINO",3624,"AL",2011
"(1,5]","FEMININO",6749,"AL",2011
"(1,5]","MASCULINO",8151,"AL",2011
"(5,10]","FEMININO",5233,"AL",2011
"(5,10]","MASCULINO",6655,"AL",2011
"(10,15]","FEMININO",5562,"AL",2011
"(10,15]","MASCULINO",3910,"AL",2011
"(15,20]","FEMININO",18918,"AL",2011
"(15,20]","MASCULINO",3197,"AL",2011
"(20,25]","FEMININO",20384,"AL",2011
"(20,25]","MASCULINO",3722,"AL",2011
"(25,30]","FEMININO",15574,"AL",2011
"(25,30]","MASCULINO",4060,"AL",2011
"(30,35]","FEMININO",10721,"AL",2011
"(30,35]","MASCULINO",4369,"AL",2011
"(35,40]","FEMININO",7436,"AL",2011
"(35,40]","MASCULINO",4072,"AL",2011
"(40,50]","FEMININO",10034,"AL",2011
"(40,50]","MASCULINO",8747,"AL",2011
"(50,60]","FEMININO",7627,"AL",2011
"(50,60]","MASCULINO",8073,"AL",2011
"(60,70]","FEMININO",6912,"AL",2011
"(60,70]","MASCULINO",7097,"AL",2011
"(70,80]","FEMININO",4917,"AL",2011
"(70,80]","MASCULINO",4776,"AL",2011
"(80,Inf]","FEMININO",2803,"AL",2011
"(80,Inf]","MASCULINO",2486,"AL",2011
NA,"FEMININO",2098,"AL",2011
NA,"MASCULINO",2354,"AL",2011
