"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",7676,"RJ",2016
"(0,1]","MASCULINO",9180,"RJ",2016
"(1,5]","FEMININO",15873,"RJ",2016
"(1,5]","MASCULINO",20448,"RJ",2016
"(5,10]","FEMININO",10329,"RJ",2016
"(5,10]","MASCULINO",15278,"RJ",2016
"(10,15]","FEMININO",11519,"RJ",2016
"(10,15]","MASCULINO",9945,"RJ",2016
"(15,20]","FEMININO",49544,"RJ",2016
"(15,20]","MASCULINO",11186,"RJ",2016
"(20,25]","FEMININO",53219,"RJ",2016
"(20,25]","MASCULINO",12031,"RJ",2016
"(25,30]","FEMININO",41968,"RJ",2016
"(25,30]","MASCULINO",12389,"RJ",2016
"(30,35]","FEMININO",33325,"RJ",2016
"(30,35]","MASCULINO",13855,"RJ",2016
"(35,40]","FEMININO",25355,"RJ",2016
"(35,40]","MASCULINO",14782,"RJ",2016
"(40,50]","FEMININO",36475,"RJ",2016
"(40,50]","MASCULINO",33904,"RJ",2016
"(50,60]","FEMININO",41628,"RJ",2016
"(50,60]","MASCULINO",47848,"RJ",2016
"(60,70]","FEMININO",39958,"RJ",2016
"(60,70]","MASCULINO",47978,"RJ",2016
"(70,80]","FEMININO",30325,"RJ",2016
"(70,80]","MASCULINO",29972,"RJ",2016
"(80,Inf]","FEMININO",23089,"RJ",2016
"(80,Inf]","MASCULINO",15271,"RJ",2016
NA,"FEMININO",6416,"RJ",2016
NA,"MASCULINO",6748,"RJ",2016
