"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",12524,"BA",2012
"(0,1]","MASCULINO",15135,"BA",2012
"(1,5]","FEMININO",28428,"BA",2012
"(1,5]","MASCULINO",37263,"BA",2012
"(5,10]","FEMININO",19641,"BA",2012
"(5,10]","MASCULINO",27549,"BA",2012
"(10,15]","FEMININO",20783,"BA",2012
"(10,15]","MASCULINO",17440,"BA",2012
"(15,20]","FEMININO",68612,"BA",2012
"(15,20]","MASCULINO",15708,"BA",2012
"(20,25]","FEMININO",73260,"BA",2012
"(20,25]","MASCULINO",17170,"BA",2012
"(25,30]","FEMININO",70941,"BA",2012
"(25,30]","MASCULINO",19292,"BA",2012
"(30,35]","FEMININO",52700,"BA",2012
"(30,35]","MASCULINO",20069,"BA",2012
"(35,40]","FEMININO",34369,"BA",2012
"(35,40]","MASCULINO",17908,"BA",2012
"(40,50]","FEMININO",48118,"BA",2012
"(40,50]","MASCULINO",36883,"BA",2012
"(50,60]","FEMININO",38344,"BA",2012
"(50,60]","MASCULINO",37511,"BA",2012
"(60,70]","FEMININO",36123,"BA",2012
"(60,70]","MASCULINO",37965,"BA",2012
"(70,80]","FEMININO",33172,"BA",2012
"(70,80]","MASCULINO",30552,"BA",2012
"(80,Inf]","FEMININO",24199,"BA",2012
"(80,Inf]","MASCULINO",19904,"BA",2012
NA,"FEMININO",3901,"BA",2012
NA,"MASCULINO",3587,"BA",2012
