"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",7619,"RS",2016
"(0,1]","MASCULINO",9634,"RS",2016
"(1,5]","FEMININO",14993,"RS",2016
"(1,5]","MASCULINO",19060,"RS",2016
"(5,10]","FEMININO",10790,"RS",2016
"(5,10]","MASCULINO",14801,"RS",2016
"(10,15]","FEMININO",10129,"RS",2016
"(10,15]","MASCULINO",9626,"RS",2016
"(15,20]","FEMININO",37549,"RS",2016
"(15,20]","MASCULINO",13532,"RS",2016
"(20,25]","FEMININO",43859,"RS",2016
"(20,25]","MASCULINO",14934,"RS",2016
"(25,30]","FEMININO",39666,"RS",2016
"(25,30]","MASCULINO",15090,"RS",2016
"(30,35]","FEMININO",34901,"RS",2016
"(30,35]","MASCULINO",16343,"RS",2016
"(35,40]","FEMININO",27938,"RS",2016
"(35,40]","MASCULINO",16589,"RS",2016
"(40,50]","FEMININO",45878,"RS",2016
"(40,50]","MASCULINO",40407,"RS",2016
"(50,60]","FEMININO",52445,"RS",2016
"(50,60]","MASCULINO",58084,"RS",2016
"(60,70]","FEMININO",51793,"RS",2016
"(60,70]","MASCULINO",61854,"RS",2016
"(70,80]","FEMININO",43014,"RS",2016
"(70,80]","MASCULINO",43723,"RS",2016
"(80,Inf]","FEMININO",31946,"RS",2016
"(80,Inf]","MASCULINO",20276,"RS",2016
NA,"FEMININO",3837,"RS",2016
NA,"MASCULINO",4547,"RS",2016
