"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",5980,"CE",2013
"(0,1]","MASCULINO",7254,"CE",2013
"(1,5]","FEMININO",12795,"CE",2013
"(1,5]","MASCULINO",15609,"CE",2013
"(5,10]","FEMININO",9061,"CE",2013
"(5,10]","MASCULINO",12358,"CE",2013
"(10,15]","FEMININO",10986,"CE",2013
"(10,15]","MASCULINO",9759,"CE",2013
"(15,20]","FEMININO",39985,"CE",2013
"(15,20]","MASCULINO",11505,"CE",2013
"(20,25]","FEMININO",41264,"CE",2013
"(20,25]","MASCULINO",12664,"CE",2013
"(25,30]","FEMININO",36601,"CE",2013
"(25,30]","MASCULINO",12878,"CE",2013
"(30,35]","FEMININO",27542,"CE",2013
"(30,35]","MASCULINO",12308,"CE",2013
"(35,40]","FEMININO",18909,"CE",2013
"(35,40]","MASCULINO",11122,"CE",2013
"(40,50]","FEMININO",26296,"CE",2013
"(40,50]","MASCULINO",23144,"CE",2013
"(50,60]","FEMININO",20101,"CE",2013
"(50,60]","MASCULINO",21358,"CE",2013
"(60,70]","FEMININO",19809,"CE",2013
"(60,70]","MASCULINO",21405,"CE",2013
"(70,80]","FEMININO",17607,"CE",2013
"(70,80]","MASCULINO",17809,"CE",2013
"(80,Inf]","FEMININO",13385,"CE",2013
"(80,Inf]","MASCULINO",12236,"CE",2013
NA,"FEMININO",4361,"CE",2013
NA,"MASCULINO",4763,"CE",2013
