"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",6628,"RJ",2020
"(0,1]","MASCULINO",7736,"RJ",2020
"(1,5]","FEMININO",13148,"RJ",2020
"(1,5]","MASCULINO",16667,"RJ",2020
"(5,10]","FEMININO",8430,"RJ",2020
"(5,10]","MASCULINO",12042,"RJ",2020
"(10,15]","FEMININO",9085,"RJ",2020
"(10,15]","MASCULINO",7851,"RJ",2020
"(15,20]","FEMININO",43276,"RJ",2020
"(15,20]","MASCULINO",9984,"RJ",2020
"(20,25]","FEMININO",58938,"RJ",2020
"(20,25]","MASCULINO",12986,"RJ",2020
"(25,30]","FEMININO",47476,"RJ",2020
"(25,30]","MASCULINO",12479,"RJ",2020
"(30,35]","FEMININO",35609,"RJ",2020
"(30,35]","MASCULINO",13075,"RJ",2020
"(35,40]","FEMININO",28070,"RJ",2020
"(35,40]","MASCULINO",14819,"RJ",2020
"(40,50]","FEMININO",35272,"RJ",2020
"(40,50]","MASCULINO",34353,"RJ",2020
"(50,60]","FEMININO",39241,"RJ",2020
"(50,60]","MASCULINO",48904,"RJ",2020
"(60,70]","FEMININO",43427,"RJ",2020
"(60,70]","MASCULINO",53969,"RJ",2020
"(70,80]","FEMININO",32231,"RJ",2020
"(70,80]","MASCULINO",34112,"RJ",2020
"(80,Inf]","FEMININO",24694,"RJ",2020
"(80,Inf]","MASCULINO",16495,"RJ",2020
NA,"FEMININO",7126,"RJ",2020
NA,"MASCULINO",7587,"RJ",2020
