"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",7226,"PR",2014
"(0,1]","MASCULINO",9282,"PR",2014
"(1,5]","FEMININO",16508,"PR",2014
"(1,5]","MASCULINO",22205,"PR",2014
"(5,10]","FEMININO",12826,"PR",2014
"(5,10]","MASCULINO",18168,"PR",2014
"(10,15]","FEMININO",14192,"PR",2014
"(10,15]","MASCULINO",13137,"PR",2014
"(15,20]","FEMININO",49627,"PR",2014
"(15,20]","MASCULINO",17440,"PR",2014
"(20,25]","FEMININO",49814,"PR",2014
"(20,25]","MASCULINO",17990,"PR",2014
"(25,30]","FEMININO",41428,"PR",2014
"(25,30]","MASCULINO",18019,"PR",2014
"(30,35]","FEMININO",35074,"PR",2014
"(30,35]","MASCULINO",19984,"PR",2014
"(35,40]","FEMININO",28044,"PR",2014
"(35,40]","MASCULINO",20017,"PR",2014
"(40,50]","FEMININO",49049,"PR",2014
"(40,50]","MASCULINO",46595,"PR",2014
"(50,60]","FEMININO",49497,"PR",2014
"(50,60]","MASCULINO",53045,"PR",2014
"(60,70]","FEMININO",45898,"PR",2014
"(60,70]","MASCULINO",51056,"PR",2014
"(70,80]","FEMININO",37594,"PR",2014
"(70,80]","MASCULINO",38560,"PR",2014
"(80,Inf]","FEMININO",22558,"PR",2014
"(80,Inf]","MASCULINO",18937,"PR",2014
NA,"FEMININO",4395,"PR",2014
NA,"MASCULINO",5011,"PR",2014
