"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",665,"AP",2021
"(0,1]","MASCULINO",827,"AP",2021
"(1,5]","FEMININO",1051,"AP",2021
"(1,5]","MASCULINO",1256,"AP",2021
"(5,10]","FEMININO",690,"AP",2021
"(5,10]","MASCULINO",877,"AP",2021
"(10,15]","FEMININO",975,"AP",2021
"(10,15]","MASCULINO",430,"AP",2021
"(15,20]","FEMININO",4541,"AP",2021
"(15,20]","MASCULINO",378,"AP",2021
"(20,25]","FEMININO",5414,"AP",2021
"(20,25]","MASCULINO",481,"AP",2021
"(25,30]","FEMININO",4321,"AP",2021
"(25,30]","MASCULINO",516,"AP",2021
"(30,35]","FEMININO",3541,"AP",2021
"(30,35]","MASCULINO",575,"AP",2021
"(35,40]","FEMININO",2436,"AP",2021
"(35,40]","MASCULINO",649,"AP",2021
"(40,50]","FEMININO",2231,"AP",2021
"(40,50]","MASCULINO",1539,"AP",2021
"(50,60]","FEMININO",1338,"AP",2021
"(50,60]","MASCULINO",1634,"AP",2021
"(60,70]","FEMININO",1073,"AP",2021
"(60,70]","MASCULINO",1579,"AP",2021
"(70,80]","FEMININO",751,"AP",2021
"(70,80]","MASCULINO",1047,"AP",2021
"(80,Inf]","FEMININO",474,"AP",2021
"(80,Inf]","MASCULINO",569,"AP",2021
NA,"FEMININO",791,"AP",2021
NA,"MASCULINO",859,"AP",2021
