"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",2235,"PI",2019
"(0,1]","MASCULINO",2771,"PI",2019
"(1,5]","FEMININO",5006,"PI",2019
"(1,5]","MASCULINO",6686,"PI",2019
"(5,10]","FEMININO",3560,"PI",2019
"(5,10]","MASCULINO",5477,"PI",2019
"(10,15]","FEMININO",4117,"PI",2019
"(10,15]","MASCULINO",3905,"PI",2019
"(15,20]","FEMININO",16481,"PI",2019
"(15,20]","MASCULINO",4417,"PI",2019
"(20,25]","FEMININO",19165,"PI",2019
"(20,25]","MASCULINO",5072,"PI",2019
"(25,30]","FEMININO",16622,"PI",2019
"(25,30]","MASCULINO",5086,"PI",2019
"(30,35]","FEMININO",14083,"PI",2019
"(30,35]","MASCULINO",5704,"PI",2019
"(35,40]","FEMININO",9924,"PI",2019
"(35,40]","MASCULINO",5841,"PI",2019
"(40,50]","FEMININO",12239,"PI",2019
"(40,50]","MASCULINO",10996,"PI",2019
"(50,60]","FEMININO",10454,"PI",2019
"(50,60]","MASCULINO",11324,"PI",2019
"(60,70]","FEMININO",10458,"PI",2019
"(60,70]","MASCULINO",11247,"PI",2019
"(70,80]","FEMININO",9402,"PI",2019
"(70,80]","MASCULINO",9499,"PI",2019
"(80,Inf]","FEMININO",7210,"PI",2019
"(80,Inf]","MASCULINO",6101,"PI",2019
NA,"FEMININO",1785,"PI",2019
NA,"MASCULINO",1855,"PI",2019
