"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",10183,"BA",2016
"(0,1]","MASCULINO",12540,"BA",2016
"(1,5]","FEMININO",22982,"BA",2016
"(1,5]","MASCULINO",29311,"BA",2016
"(5,10]","FEMININO",16101,"BA",2016
"(5,10]","MASCULINO",22118,"BA",2016
"(10,15]","FEMININO",17638,"BA",2016
"(10,15]","MASCULINO",14946,"BA",2016
"(15,20]","FEMININO",63139,"BA",2016
"(15,20]","MASCULINO",16153,"BA",2016
"(20,25]","FEMININO",66536,"BA",2016
"(20,25]","MASCULINO",16253,"BA",2016
"(25,30]","FEMININO",63207,"BA",2016
"(25,30]","MASCULINO",16845,"BA",2016
"(30,35]","FEMININO",53587,"BA",2016
"(30,35]","MASCULINO",19511,"BA",2016
"(35,40]","FEMININO",37390,"BA",2016
"(35,40]","MASCULINO",19177,"BA",2016
"(40,50]","FEMININO",46684,"BA",2016
"(40,50]","MASCULINO",37066,"BA",2016
"(50,60]","FEMININO",37837,"BA",2016
"(50,60]","MASCULINO",41474,"BA",2016
"(60,70]","FEMININO",35451,"BA",2016
"(60,70]","MASCULINO",40550,"BA",2016
"(70,80]","FEMININO",31762,"BA",2016
"(70,80]","MASCULINO",31640,"BA",2016
"(80,Inf]","FEMININO",24219,"BA",2016
"(80,Inf]","MASCULINO",19508,"BA",2016
NA,"FEMININO",4608,"BA",2016
NA,"MASCULINO",5084,"BA",2016
