"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",10663,"MG",2011
"(0,1]","MASCULINO",13462,"MG",2011
"(1,5]","FEMININO",24661,"MG",2011
"(1,5]","MASCULINO",32361,"MG",2011
"(5,10]","FEMININO",18712,"MG",2011
"(5,10]","MASCULINO",25880,"MG",2011
"(10,15]","FEMININO",18127,"MG",2011
"(10,15]","MASCULINO",18841,"MG",2011
"(15,20]","FEMININO",71611,"MG",2011
"(15,20]","MASCULINO",21162,"MG",2011
"(20,25]","FEMININO",85135,"MG",2011
"(20,25]","MASCULINO",25353,"MG",2011
"(25,30]","FEMININO",77481,"MG",2011
"(25,30]","MASCULINO",26729,"MG",2011
"(30,35]","FEMININO",60743,"MG",2011
"(30,35]","MASCULINO",27921,"MG",2011
"(35,40]","FEMININO",44044,"MG",2011
"(35,40]","MASCULINO",28649,"MG",2011
"(40,50]","FEMININO",74695,"MG",2011
"(40,50]","MASCULINO",69430,"MG",2011
"(50,60]","FEMININO",70026,"MG",2011
"(50,60]","MASCULINO",79539,"MG",2011
"(60,70]","FEMININO",62602,"MG",2011
"(60,70]","MASCULINO",70735,"MG",2011
"(70,80]","FEMININO",61085,"MG",2011
"(70,80]","MASCULINO",60313,"MG",2011
"(80,Inf]","FEMININO",43110,"MG",2011
"(80,Inf]","MASCULINO",33040,"MG",2011
NA,"FEMININO",6227,"MG",2011
NA,"MASCULINO",7260,"MG",2011
