"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",1687,"RO",2016
"(0,1]","MASCULINO",2156,"RO",2016
"(1,5]","FEMININO",3518,"RO",2016
"(1,5]","MASCULINO",4538,"RO",2016
"(5,10]","FEMININO",2937,"RO",2016
"(5,10]","MASCULINO",3858,"RO",2016
"(10,15]","FEMININO",2474,"RO",2016
"(10,15]","MASCULINO",2386,"RO",2016
"(15,20]","FEMININO",9140,"RO",2016
"(15,20]","MASCULINO",2719,"RO",2016
"(20,25]","FEMININO",9980,"RO",2016
"(20,25]","MASCULINO",2925,"RO",2016
"(25,30]","FEMININO",7929,"RO",2016
"(25,30]","MASCULINO",2861,"RO",2016
"(30,35]","FEMININO",5832,"RO",2016
"(30,35]","MASCULINO",3031,"RO",2016
"(35,40]","FEMININO",4034,"RO",2016
"(35,40]","MASCULINO",2858,"RO",2016
"(40,50]","FEMININO",5358,"RO",2016
"(40,50]","MASCULINO",5893,"RO",2016
"(50,60]","FEMININO",4468,"RO",2016
"(50,60]","MASCULINO",5974,"RO",2016
"(60,70]","FEMININO",4073,"RO",2016
"(60,70]","MASCULINO",5453,"RO",2016
"(70,80]","FEMININO",3315,"RO",2016
"(70,80]","MASCULINO",4307,"RO",2016
"(80,Inf]","FEMININO",1962,"RO",2016
"(80,Inf]","MASCULINO",2466,"RO",2016
NA,"FEMININO",996,"RO",2016
NA,"MASCULINO",1232,"RO",2016
