"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",1546,"AL",2020
"(0,1]","MASCULINO",1789,"AL",2020
"(1,5]","FEMININO",3049,"AL",2020
"(1,5]","MASCULINO",3514,"AL",2020
"(5,10]","FEMININO",1706,"AL",2020
"(5,10]","MASCULINO",2539,"AL",2020
"(10,15]","FEMININO",2874,"AL",2020
"(10,15]","MASCULINO",1968,"AL",2020
"(15,20]","FEMININO",14798,"AL",2020
"(15,20]","MASCULINO",2679,"AL",2020
"(20,25]","FEMININO",17178,"AL",2020
"(20,25]","MASCULINO",3418,"AL",2020
"(25,30]","FEMININO",12919,"AL",2020
"(25,30]","MASCULINO",3301,"AL",2020
"(30,35]","FEMININO",9682,"AL",2020
"(30,35]","MASCULINO",3394,"AL",2020
"(35,40]","FEMININO",6683,"AL",2020
"(35,40]","MASCULINO",3928,"AL",2020
"(40,50]","FEMININO",8560,"AL",2020
"(40,50]","MASCULINO",7883,"AL",2020
"(50,60]","FEMININO",7607,"AL",2020
"(50,60]","MASCULINO",8760,"AL",2020
"(60,70]","FEMININO",6699,"AL",2020
"(60,70]","MASCULINO",7481,"AL",2020
"(70,80]","FEMININO",5020,"AL",2020
"(70,80]","MASCULINO",5339,"AL",2020
"(80,Inf]","FEMININO",3104,"AL",2020
"(80,Inf]","MASCULINO",2369,"AL",2020
NA,"FEMININO",1634,"AL",2020
NA,"MASCULINO",1923,"AL",2020
